Date,COP,CVX,SPY,XLE,XOM
2015-11-10,50.70925521850586,80.05851745605469,194.5290985107422,62.39570999145508,71.94213104248047
2015-11-11,49.58650588989258,79.16543579101562,193.76431274414062,61.07140350341797,71.30439758300781
2015-11-12,48.22250747680664,77.16462707519531,191.0593719482422,59.68402099609375,69.37370300292969
2015-11-13,48.09260559082031,76.15132904052734,188.9141387939453,59.440792083740234,68.22926330566406
2015-11-16,50.4494514465332,79.48908233642578,191.7869110107422,61.422752380371094,70.67538452148438
2015-11-17,50.013336181640625,79.12401580810547,191.64700317382812,60.7470703125,69.85420227050781
2015-11-18,50.551513671875,80.1496810913086,194.68768310546875,61.747066497802734,70.53561401367188
2015-11-19,49.69785690307617,78.9501724243164,194.5198211669922,60.91824722290039,70.15122985839844
2015-11-20,49.11328125,77.36820983886719,195.22865295410156,60.26960754394531,69.70568084716797
2015-11-23,49.43804168701172,78.2374267578125,195.0048370361328,60.70203399658203,70.13375091552734
2015-11-24,51.33095169067383,79.40216827392578,195.2659912109375,61.99930953979492,71.53153228759766
2015-11-25,50.45873260498047,78.98494720458984,195.23797607421875,61.49482727050781,70.98116302490234
2015-11-27,49.62363052368164,78.55033874511719,195.4618377685547,61.05337905883789,70.96368408203125
2015-11-30,50.152523040771484,79.3760757446289,194.65036010742188,61.278602600097656,71.33934020996094
2015-12-01,50.67213821411133,80.38436889648438,196.50648498535156,61.76509475708008,71.54026794433594
2015-12-02,48.760684967041016,78.446044921875,194.50112915039062,59.85520553588867,69.49602508544922
2015-12-03,47.88847732543945,77.2291488647461,191.777587890625,58.657012939453125,68.50008392333984
2015-12-04,47.498756408691406,77.9766616821289,195.51780700683594,58.28764724731445,68.89321899414062
2015-12-07,45.457393646240234,75.86449432373047,194.33326721191406,56.07145309448242,67.09358215332031
2015-12-08,44.817142486572266,75.13435363769531,193.0274200439453,55.4948844909668,65.19782257080078
2015-12-09,44.97488784790039,76.14263916015625,191.52574157714844,56.22460174560547,66.0714340209961
2015-12-10,45.670806884765625,77.62028503417969,192.02008056640625,56.58496856689453,66.12387084960938
2015-12-11,44.6594123840332,75.13435363769531,188.2985382080078,54.46787643432617,64.9444808959961
2015-12-14,45.95845031738281,77.6463623046875,189.2498779296875,54.75614929199219,66.42089080810547
2015-12-15,46.9141845703125,80.62774658203125,191.23658752441406,56.134517669677734,69.39117431640625
2015-12-16,45.79143142700195,81.21881103515625,194.03475952148438,55.76515197753906,69.14656829833984
2015-12-17,43.870697021484375,78.6980972290039,191.07803344726562,54.395790100097656,68.1069564819336
2015-12-18,42.6180419921875,78.06358337402344,187.673583984375,53.44332504272461,67.51290893554688
2015-12-21,41.84789276123047,77.56813049316406,189.22171020507812,53.497867584228516,67.49544525146484
2015-12-22,42.94279479980469,78.46342468261719,190.93875122070312,54.12511444091797,67.83614349365234
2015-12-23,45.49449920654297,81.5404052734375,193.30322265625,56.47956085205078,70.05513000488281
2015-12-24,45.08624267578125,80.0106201171875,192.98416137695312,55.970497131347656,69.30380249023438
2015-12-28,43.78718948364258,78.54163360595703,192.5431671142578,54.95235061645508,68.78837585449219
2015-12-29,44.32536315917969,79.31523895263672,194.59805297851562,55.33415222167969,69.1552963256836
2015-12-30,43.2397346496582,78.30695343017578,193.21875,54.58872604370117,68.2380142211914
2015-12-31,43.323246002197266,78.19396209716797,191.28590393066406,54.83417892456055,68.09822845458984
2016-01-04,43.49954605102539,77.2291488647461,188.6118621826172,54.81599044799805,67.67015075683594
2016-01-05,43.98204803466797,77.88972473144531,188.9308624267578,55.02507400512695,68.24674224853516
2016-01-06,42.07986068725586,74.81275177001953,186.54762268066406,52.906978607177734,67.67889404296875
2016-01-07,40.88288497924805,72.16166687011719,182.07205200195312,51.61612319946289,66.59561157226562
2016-01-08,40.16840744018555,71.38805389404297,180.07351684570312,50.95250701904297,65.250244140625
2016-01-11,38.154884338378906,70.20594024658203,180.2518310546875,49.86164474487305,64.37662506103516
2016-01-12,37.34762954711914,71.40544891357422,181.70611572265625,49.97982406616211,65.69578552246094
2016-01-13,36.1877555847168,70.69271087646484,177.1742706298828,48.779869079589844,66.08890533447266
2016-01-14,38.275516510009766,74.29122161865234,180.08291625976562,50.87978744506836,69.120361328125
2016-01-15,36.52180480957031,72.72663879394531,176.21722412109375,49.40711975097656,67.77498626708984
2016-01-19,33.775245666503906,70.8491439819336,176.45179748535156,48.34353256225586,66.74411010742188
2016-01-20,32.244224548339844,68.65007019042969,174.1905517578125,47.061763763427734,63.93109130859375
2016-01-21,34.24846649169922,70.44932556152344,175.1663360595703,48.52533721923828,64.73480224609375
2016-01-22,34.95365905761719,72.61363983154297,178.75994873046875,50.67070007324219,66.89263153076172
2016-01-25,31.7338809967041,70.31024932861328,176.05770874023438,48.30717086791992,64.62998962402344
2016-01-26,32.80095672607422,73.1177749633789,178.45968627929688,50.13436508178711,67.00621032714844
2016-01-27,33.59893798828125,72.39634704589844,176.5174560546875,49.898014068603516,65.77440643310547
2016-01-28,35.278419494628906,74.6823501586914,177.43701171875,51.41613006591797,67.25955200195312
2016-01-29,36.261985778808594,75.16043853759766,181.76243591308594,52.91606903076172,68.01085662841797
2016-02-01,35.81660461425781,74.134765625,181.69674682617188,52.0342903137207,66.64801788330078
2016-02-02,33.95155334472656,70.61446380615234,178.4221954345703,50.29799270629883,65.16287994384766
2016-02-03,35.84444046020508,73.5523910522461,179.49180603027344,52.08883285522461,68.56124877929688
2016-02-04,32.77312088012695,73.70016479492188,179.77330017089844,52.061561584472656,69.74063110351562
2016-02-05,30.52762222290039,72.03997039794922,176.34854125976562,50.85251998901367,69.95902252197266
2016-02-08,31.94729995727539,74.74320983886719,173.9747314453125,50.58889389038086,70.90252685546875
2016-02-09,31.158584594726562,72.0747299194336,173.984130859375,49.37076187133789,70.59398651123047
2016-02-10,30.008005142211914,72.17903900146484,173.83399963378906,49.17076110839844,69.95046997070312
2016-02-11,29.811626434326172,72.13557434082031,171.57278442382812,48.96167755126953,70.17084503173828
2016-02-12,30.76544952392578,74.2564468383789,175.11007690429688,50.25253677368164,71.43144226074219
2016-02-16,30.63452911376953,74.6525650024414,178.06564331054688,50.75251388549805,71.59896087646484
2016-02-17,31.709922790527344,77.73338317871094,180.97427368164062,52.41609191894531,72.28654479980469
2016-02-18,31.5135498046875,76.34261322021484,180.2330322265625,51.761573791503906,72.68324279785156
2016-02-19,30.737398147583008,76.14014434814453,180.1486053466797,51.64339828491211,72.72732543945312
2016-02-22,32.21488571166992,78.18228149414062,182.75697326660156,52.96152877807617,72.6303482055664
2016-02-23,30.784151077270508,74.74058532714844,180.44886779785156,51.15250778198242,71.60775756835938
2016-02-24,30.821561813354492,75.05746459960938,181.2745361328125,51.67066955566406,71.86341094970703
2016-02-25,30.91507339477539,75.0838851928711,183.4700469970703,51.71611785888672,72.29537200927734
2016-02-26,31.906295776367188,74.24765014648438,183.0478515625,52.02519607543945,72.06616973876953
2016-02-29,31.635114669799805,73.44664001464844,181.6123046875,51.43430709838867,70.65568542480469
2016-03-01,32.22423553466797,75.81446838378906,185.88145446777344,52.77972412109375,71.65184783935547
2016-03-02,34.12252426147461,76.70349884033203,186.71652221679688,54.07056427001953,72.90363311767578
2016-03-03,36.058223724365234,77.04678344726562,187.44837951660156,54.88871383666992,72.63917541503906
2016-03-04,38.4521369934082,77.39888763427734,188.05825805664062,55.41596603393555,72.54219818115234
2016-03-07,38.71397399902344,79.81071472167969,188.20834350585938,56.715919494628906,74.45514678955078
2016-03-08,36.11433792114258,78.11186981201172,186.15353393554688,54.33420181274414,72.84192657470703
2016-03-09,36.51643753051758,81.70323181152344,187.07305908203125,55.215980529785156,72.63917541503906
2016-03-10,36.497737884521484,82.6890869140625,187.22314453125,55.261436462402344,72.44522857666016
2016-03-11,37.89106750488281,83.25244140625,190.24440002441406,56.68864440917969,72.45405578613281
2016-03-14,37.414154052734375,82.97076416015625,190.00048828125,56.315940856933594,72.64800262451172
2016-03-15,37.2458381652832,82.97956848144531,189.69082641601562,56.20684814453125,73.00941467285156
2016-03-16,39.153480529785156,83.97422790527344,190.78860473632812,57.17953109741211,73.05349731445312
2016-03-17,40.21951675415039,85.2857666015625,191.99900817871094,57.96131896972656,74.1377944946289
2016-03-18,40.22886657714844,85.9899673461914,192.7531280517578,58.128326416015625,74.22594451904297
2016-03-21,39.81741714477539,84.88968658447266,193.026611328125,57.92690658569336,73.71466064453125
2016-03-22,39.200233459472656,84.06224060058594,192.92288208007812,57.60646057128906,74.15542602539062
2016-03-23,37.26454162597656,82.38099670410156,191.64968872070312,56.34300231933594,73.82926177978516
2016-03-24,37.44221115112305,83.4900894165039,191.56480407714844,56.61766815185547,74.03202056884766
2016-03-28,37.105567932128906,83.3404541015625,191.67799377441406,56.31553649902344,74.24356842041016
2016-03-29,37.049461364746094,83.90380859375,193.4510040283203,56.58103942871094,74.51686096191406
2016-03-30,37.479610443115234,83.8421859741211,194.29983520507812,56.690914154052734,74.5080337524414
2016-03-31,37.65728759765625,83.97422790527344,193.82827758789062,56.6634407043457,73.6882095336914
2016-04-01,37.19908142089844,82.97076416015625,195.14862060546875,55.903541564941406,73.13284301757812
2016-04-04,36.563194274902344,82.24016571044922,194.5167694091797,55.491539001464844,73.30914306640625
2016-04-05,36.50708770751953,81.5711898803711,192.57391357421875,55.116153717041016,72.4716796875
2016-04-06,38.10614776611328,83.4813003540039,194.67706298828125,56.30637741088867,73.44137573242188
2016-04-07,37.6946907043457,83.4372787475586,192.34756469726562,55.97677993774414,72.61272430419922
2016-04-08,38.554996490478516,84.79283142089844,192.86630249023438,57.102909088134766,73.35321807861328
2016-04-11,38.51759338378906,83.83338165283203,192.41358947753906,56.864864349365234,73.45020294189453
2016-04-12,40.64967346191406,85.83150482177734,194.20550537109375,58.558631896972656,74.35818481445312
2016-04-13,40.75252914428711,85.9107437133789,196.1671905517578,58.83330154418945,74.78132629394531
2016-04-14,41.35101318359375,86.24522399902344,196.17660522460938,58.970638275146484,75.31024932861328
2016-04-15,40.86475372314453,85.58505249023438,195.9596710205078,58.174102783203125,74.90474700927734
2016-04-18,42.080406188964844,86.87899017333984,197.3366241455078,59.13542938232422,75.61878204345703
2016-04-19,44.00674819946289,88.46340942382812,197.95909118652344,60.31649398803711,75.99784851074219
2016-04-20,44.02545928955078,89.51090240478516,198.14772033691406,60.856666564941406,76.51795959472656
2016-04-21,43.23060607910156,89.2556381225586,197.08201599121094,60.49959945678711,76.5091552734375
2016-04-22,44.53041076660156,89.79257202148438,197.08201599121094,61.37852478027344,77.1614990234375
2016-04-25,43.26800537109375,89.35245513916016,196.7424774169922,60.691864013671875,76.98516845703125
2016-04-26,44.960575103759766,90.03903198242188,197.0348358154297,61.66234588623047,77.24964141845703
2016-04-27,44.98862838745117,91.41219329833984,197.44039916992188,62.83424377441406,77.98131561279297
2016-04-28,44.57718276977539,90.13585662841797,195.64846801757812,61.90039825439453,77.60225677490234
2016-04-29,44.689388275146484,89.94219970703125,194.5922088623047,61.79969024658203,77.9284439086914
2016-05-02,43.81037139892578,90.93685913085938,196.1388702392578,61.735599517822266,78.57195281982422
2016-05-03,42.155216217041016,89.18518829345703,194.43185424804688,60.27986526489258,77.67279052734375
2016-05-04,40.593563079833984,88.5426254272461,193.3472900390625,59.41009521484375,77.52291870117188
2016-05-05,40.40653991699219,89.27322387695312,193.30955505371094,59.895328521728516,77.61107635498047
2016-05-06,39.9857292175293,89.66051483154297,194.01690673828125,59.75800323486328,78.02540588378906
2016-05-09,38.94775390625,88.33137512207031,194.1772003173828,58.88823699951172,78.07829284667969
2016-05-10,40.08859634399414,89.14118194580078,196.59156799316406,59.92280197143555,79.33008575439453
2016-05-11,40.846038818359375,89.0267562866211,194.75250244140625,60.10591125488281,78.94783020019531
2016-05-12,40.89280319213867,89.88939666748047,194.80908203125,60.27070617675781,79.71232604980469
2016-05-13,40.22886657714844,88.67466735839844,193.1114959716797,59.501651763916016,78.81450653076172
2016-05-16,41.220096588134766,90.03903198242188,195.01654052734375,60.50875473022461,79.62344360351562
2016-05-17,40.939552307128906,89.62094116210938,193.19639587402344,60.792572021484375,79.58788299560547
2016-05-18,40.760868072509766,89.00716400146484,193.2529754638672,60.206626892089844,79.42787170410156
2016-05-19,40.7796745300293,88.82035827636719,192.58334350585938,60.21578598022461,80.10346984863281
2016-05-20,40.986576080322266,88.7669906616211,193.7999725341797,60.572845458984375,79.77456665039062
2016-05-23,40.99599075317383,88.40226745605469,193.53587341308594,60.41719055175781,79.65010070800781
2016-05-24,40.873722076416016,89.122802734375,196.0445556640625,60.719337463378906,79.71232604980469
2016-05-25,42.22802734375,90.52827453613281,197.37435913085938,61.6806755065918,80.23681640625
2016-05-26,42.068145751953125,90.2880859375,197.4309539794922,61.4243049621582,79.82789611816406
2016-05-27,41.69194793701172,90.75064849853516,198.27975463867188,61.4609260559082,80.01458740234375
2016-05-31,41.184085845947266,89.84333801269531,197.90252685546875,61.2228889465332,79.13451385498047
2016-06-01,41.43801498413086,89.95896911621094,198.30807495117188,61.24119567871094,79.33008575439453
2016-06-02,41.738975524902344,89.42523956298828,198.91165161132812,61.1588020324707,78.69892883300781
2016-06-03,41.550872802734375,89.54088592529297,198.31748962402344,60.9207649230957,78.55670166015625
2016-06-06,42.811134338378906,89.99455261230469,199.32659912109375,62.266624450683594,79.4189682006836
2016-06-07,44.7109260559082,91.90706634521484,199.63780212402344,63.67657470703125,80.6368408203125
2016-06-08,44.66389846801758,91.70246124267578,200.28858947753906,63.53006362915039,80.70796203613281
2016-06-09,43.798648834228516,91.45339965820312,200.01507568359375,63.04484176635742,80.60128784179688
2016-06-10,41.86124038696289,90.71508026123047,198.1194305419922,61.6806755065918,79.98789978027344
2016-06-13,41.26872253417969,90.82182312011719,196.59156799316406,61.49755096435547,80.53016662597656
2016-06-14,41.68254089355469,90.09239196777344,196.20489501953125,61.4609260559082,80.38793182373047
2016-06-15,41.10884094238281,89.51419067382812,195.93138122558594,61.31443786621094,80.14793395996094
2016-06-16,40.59157180786133,89.90559387207031,196.51611328125,61.02146911621094,81.09021759033203
2016-06-17,41.52266311645508,90.35037231445312,195.78468322753906,61.644859313964844,80.64573669433594
2016-06-20,42.03052520751953,91.27549743652344,197.0455322265625,62.179378509521484,81.0013198852539
2016-06-21,42.13397979736328,91.83590698242188,197.60487365722656,62.9166374206543,81.36579895019531
2016-06-22,41.3721809387207,90.99083709716797,197.2825469970703,62.56644821166992,81.04576110839844
2016-06-23,42.91459274291992,92.90335083007812,199.85166931152344,63.598628997802734,81.60581970214844
2016-06-24,40.600982666015625,90.64391326904297,192.67518615722656,61.54347610473633,79.46343231201172
2016-06-27,38.353206634521484,89.27403259277344,189.2244110107422,59.571285247802734,78.99227905273438
2016-06-28,39.453582763671875,90.40373229980469,192.6372528076172,61.23014831542969,80.81462860107422
2016-06-29,41.296939849853516,91.99601745605469,195.91738891601562,62.39133071899414,82.19252014160156
2016-06-30,41.00539016723633,93.2502670288086,198.5907745361328,62.888999938964844,83.33037567138672
2016-07-01,40.920745849609375,92.64537811279297,199.0079345703125,63.220767974853516,83.41926574707031
2016-07-05,39.21845245361328,92.12944793701172,197.57643127441406,61.94898223876953,82.6903305053711
2016-07-06,39.406558990478516,93.02787017822266,198.761474609375,62.21623992919922,83.64149475097656
2016-07-07,39.039764404296875,91.66688537597656,198.63821411132812,61.58034896850586,82.63697814941406
